filename,transcript,grammar_score,corrected_text
audio_1122.wav," The goal of my life is to become a software developer because I would like to do something for my country to make me proud and my parents as well. By building a software I will able to make the future generation to be able to use and will be able to use this thing so that they are helpful to them. The challenges I would face to achieve this goal is to learn a lot of things like new technology and new technologies and gaining lots of knowledge and experience about what is current situation happening, what is new technologies come my motivation to stay focused is my parents who are going to encourage me and my cousins who give me motivation for",3.4870913,"The goal of my life is to become a software developer because I would like to do something for my country to make me proud and my parents as well. By building a software I will be able to make the future generation to be able to use and will be able to use this thing so that they are helpful to them. The challenges I would face to achieve this goal is to learn a lot of things like new technology and new technologies and gain lots of knowledge and experience about what is current situation happening, what is new technologies coming my motivation to stay focused is my parents who are going to encourage me and my cousins who give me motivation for."
audio_1022.wav, The play drone looked like a very joyful play. Very joyful place to me and all of my friends. We spent a lot of time in a happy manner with our fellow friends and the other students. There will be so much time for us to play various games and activities. Some of us will play cricket on the ground. Some of us will play basketball in the court. And some of some students will sing songs and others and grace them. And some of the students will dance around each other. And they hear very joy.,3.5794847,The play drone looked like a very joyful play. Very joyful place for me and all of my friends. There will be a lot of time for us to play various games and activities. Some of us will play cricket on the ground. Some of us will play basketball on the court. And some of the students will sing songs and others and grace them. And some of the students will dance around each other. And they hear very joy.
audio_726.wav," And the profit is in a described scene of the crowded market, especially in a crowded market. One in times the crowd is more. And the sales people can speak the cost of their natum. Yeah.",2.5169835,"And the profit is in a described scene of the crowded market, especially in a crowded market. One in times the crowd is more. And the sales people can speak the cost of their natum. Yeah."
audio_1205.wav," A market place is a very busy place where people go to buy articles of their needs. It is a center of attraction for both myers and sellers. There is no other place in the area. I have been so much in this busy business as the market. I always find it being crowded. There are several shops all decorated beautifully. Big shops look more attractive. Businessmen come here from far and wide, so purchasing or selling their products. The market is always crowded with cards, boxes, dummies and panels. They come loaded with the produce of a season such as cotton, grey, oilisings, visitables, etc.",3.0833821,"The market is a very busy place where people go to buy articles of their needs. It is a center of attraction for both myers and sellers. There is no other place in the area. I have been so much in this busy business as the market. I always find it being crowded. There are several shops all decorated beautifully. Businessmen come here from far and wide, so purchasing or selling their products. They come loaded with the produce of a season such as cotton, grey, oilisings, visitables, etc."
audio_1116.wav," I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. My goal in life is to continuously learn and grow myself, while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also start to make a positive impact on the world. I want to contribute myself for a better.",3.174896,"I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. I'm going to go to the next one. My goal in life is to continuously learn and grow myself, while also helping others so that they can feel very happy. I want to contribute myself for a better world."
audio_1240.wav," My favorite hobby is watching TV. Whenever I have free time, I love watching television. It never obstructs my studies. Of these helpers to expand our knowledge. And it teaches us several things. First I like to finish all my school homework and then start watching TV. This lightens my mood and structure the excitement inside me. As it increases my curiosity about the world, watching different useful stuff on TV enhances my knowledge, origins and gives me lots of joy. It is a good habit because watching TV escorts a lot of knowledge in various fields. There are several chonens and on TV which represent worldwide a phase. I watch with the news and I like chonens such as...",3.996298,"My favorite hobby is watching TV. Whenever I have free time, I love watching TV. It never obstructs my studies. It increases my curiosity about the world, and it enhances my knowledge, origins and gives me lots of joy. It is a good habit because watching TV escorts a lot of knowledge in various fields. There are several chonens and on TV which represent worldwide a phase. I watch with the news and I like chonens such as...."
audio_151.wav,,2.4925742,
audio_437.wav," of the swings. The scene of a school play, it's just, you know, pretty normal. It has swings, a slide, sandboxes, depending of, you know, the monkey bars, the things that the poles were just slide down, I'm not sure what they're called. You know, you hear a lot of noises of kids screaming or playing and running and, you know, talking to each other.",3.4003067,"You know, the scene of a school play is just pretty normal. It has swings, a slide, sandboxes, depending of, you know, the monkey bars, the things that the poles were just slide down, I'm not sure what they're called. You know, you hear a lot of noises of kids screaming or playing and running and, you know, talking to each other."
audio_1217.wav," Caponite market is really something. Many goods and item sales here that is very local to the country. Clothes, foods, exotic items. A lot of things that can be seen for daily belief parties, events. There's a lot of item stores as the trick or choose. The bustling crowd and noises. The bustling crowd and noises from cellar and buyers is kind of relaxing in fun. The crowd never change but the magnificent sight when the street lights start to eliminate the darkness of the night is so fascinating.",3.433057,The bustling crowd and noises from cellar and buyers is kind of relaxing in fun. The crowd never changes but the magnificent sight when the street lights start to eliminate the darkness of the night is so fascinating.
audio_831.wav, I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.,3.2931037,I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.
audio_1315.wav," So playground just really looks like there are a lot of playgrounds, there are a lot of swings, seaside slide in the middle of green grass. And there are usually the children who you will see them running, I'm chasing each other, you will also see them playing on the slide, on the sea saw, on the swing, you can also see them, they may be like dancing in the middle of the green grass, you can also see them playing any, you can also see them doing some exercise, or some, and for this time.",2.4914331,"So playground just really looks like there are a lot of playgrounds, there are a lot of swings, seaside slide in the middle of green grass. And there are usually the children who you will see them running, I'm chasing each other, you will also see them playing on the slide, on the sea saw, on the swing, you can also see them, they may be like dancing in the middle of the green grass, you can also see them doing some exercise, or some, and for this time."
audio_1323.wav," My favorite place to visit is a secluded beach on a remote island, the journey involves a combination of flights, motor rides and perhaps even a bit of hiking, heading to that adventure. Once there, the crystal clear waters and soft sandy beaches create a sea and atmosphere. Local sea food dishes like fish or kinesh and Arab Maastra, the islands grow in first with fresh flavors and unique spices looking everywhere today. Sunset Sun the Beach is simply breathtaking, the sky transforms into a canvas of vibrant hues, casting on magical gold over the landscape. It's a perfect time to enjoy and I appreciate the beauty of nature.",3.9206786,"My favorite place to visit is a secluded beach on a remote island, the journey involves a combination of flights, motor rides and perhaps even a bit of hiking, heading to that adventure. Once there, the crystal clear waters and soft sandy beaches create a sea and atmosphere. Local sea food dishes like fish or kinesh and Arab Maastra, the islands grow in first with fresh flavors and unique spices looking everywhere today. Sunset Sun the Beach is simply breathtaking, the sky transforms into a canvas of vibrant hues, casting on magical gold over the landscape. It's a perfect time to enjoy and I appreciate the beauty of nature."
audio_1256.wav," So my hobby is reading the Bible every day before sleeping before I go to bed. Every day I need to or I would like to learn and read one chapter in the Bible and there is a note for my hobby. I am enjoying the tree Bible and know something about it and that is helpful to live in my life and change everything after reading the Bible. And I also learned something about from that book that is some valuable things that they can change our diary loting. And that is how to talk with others, how to maintain your skills, how to learn, how to teach, how to live.",3.413453,"So my hobby is reading the Bible every day before sleeping before I go to bed. Every day I need to or I would like to learn and read one chapter in the Bible and there is a note for my hobby. I am enjoying the tree Bible and I also learned something about it that can change my diary loting. And that is how to talk with others, how to maintain your skills, how to learn, how to teach, and how to live."
audio_1033.wav," Now I am describing the place. Imagine standing on the edge of the prison white sandy beach with turquoise water stretching out as far as the eye can see. This is serenity co-ed and paradise nestled along the coastline of a tropical island. The beach is the frame by lush palm trees, saving gently in the warm bridge, offering shade on a sense of cellulose as you walk along the shoreline, the soft sand, massage your feet and their rhythmic sound of the waves, lapping against the shore, feels the air. The water is so clear that you can see.",3.606718,"Imagine standing on the edge of the prison white sandy beach with turquoise water stretching out as far as the eye can see. This is serenity co-ed and paradise nestled along the coastline of a tropical island. The beach is the frame by lush palm trees, saving gently in the warm bridge, offering shade on a sense of cellulose as you walk along the shoreline, the soft sand, massage your feet and their rhythmic sound of the waves, lapping against the shore, feels the air. The water is so clear that you can see."
audio_858.wav, Hi everyone and you are to tell about the best day of my life. The best day of my life is the best experience I had in my daily life. My daily life is different from the best day of my life. The best day of my life is that the people around me may speak to me and enjoy with them and make more memories in the future. This makes my day special because to spend time with others or with family or anyone. So I feel about thinking that they are in my daily routine is that very happy and that is emotionless.,3.4647,The best day of my life is the best experience I had in my daily life. My daily life is different from the best day of my life. The best day of my life is that the people around me may speak to me and enjoy with them and make more memories in the future. This makes my day special because to spend time with others or with family or anyone. So I feel that thinking that they are in my daily routine is that very happy and that is emotionless.
audio_274.wav," The best day of my life Incluses the day I get best to my daughter His life was not good But after her birth she kind of gives me papers She wants to find a better life To be alive and also to be with her And also another And also another Yeah, based off my life was also when I graduated When I finished my degree Then this cause I was able to finish it And I was happy that finally I'm done I'm gonna be able to have money and be able to provide for my daughter And then that was what I ever wanted So there are people who offered life and give her the best life And yeah she wants her so those have been the best days of my life",3.5404088,The best day of my life included the day I get the best for my daughter. His life was not good but after her birth she kind of gives me papers and wants to find a better life to be alive and also to be with her. And then I was happy that finally I'm done I'm gonna be able to have money and be able to provide for my daughter. And then that was what I ever wanted. So those have been the best days of my life.
audio_196.wav," My favorite hobby is reading. That I've used to have all this ability to implement the world that is free of all the stress that I'm currently facing right now. It's like escaping into an entirely different world where my problems no longer exist. Though preferably I would like to have physical hard copies of the books, those are kind of expensive, which is why I go for e-books, which I can simply download on my mobile phone and access it anytime and anywhere. I absolutely enjoy this practice and have been into it since a long time since I was a kid and started reading the first Harry Potter books, The Sorcerer's Stone. This hobby is not only fun, but it is very helpful as well since it simply improves my life from a lot of junctions and point of view by improving my vocabulary, my confidence, and even my creativity and thinking capabilities.",3.719043,"My favorite hobby is reading. I've used to have all this ability to implement the world that is free of all the stress that I'm currently facing right now, which is why I go for e-books, which I can simply download on my mobile phone and access anytime and anywhere. I absolutely enjoy this hobby and have been into it since I was a kid and started reading the first Harry Potter books, The Sorcerer's Stone. This hobby is not only fun, but it is very helpful as well since it simply improves my life from a lot of junctions and point of view by improving my vocabulary, my confidence, and even my creativity and thinking capabilities."
audio_1193.wav," My goal in life is to become an entrepreneur. It is very important to me, to help the society to help the others, to what I have, what I can do with my knowledge. What can I do to do for solving this society with my company? I would like to give a free education before the students needed. And my goal is to give free education to the students.",3.3099377,"My goal in life is to become an entrepreneur. It is very important to me to help the society, to what I have, and what I can do with my knowledge. I would like to give a free education before the students needed. And my goal is to give free education to the students."
audio_138.wav," The people selling in the market are mostly mobile phones. They are coming in their buzzard and asking them to and the people are mostly involved in that. And secondly, inside of that market, we are seeing the people selling the fruits and vegetables. They also have a crowd in front of the shop. I hear that the sounds of the name of the vegetables. The crowd and market seems to be a crowded throughout the day from morning to evening. Because I think vegetables and fruits are the most important thing for the people. So I think market is a place where I get everything from that market. It satisfies the people. Then I think...",3.5314102,"The people selling in the market are mostly mobile phones. They are coming in their buzzard and asking them to and the people are mostly involved in that. And secondly, inside of that market, we are seeing the people selling fruits and vegetables. They also have a crowd in front of the shop. I hear that the sounds of the name of the vegetables. Because I think vegetables and fruits are the most important thing for the people. So I think market is a place where I get everything from that market. It satisfies the people. Then I think...."
audio_644.wav," Yeah, my goal to become like a softwaing engineer and we faced many challenges to achieve this. Like we faced up and down and we have to be very constant during that path. And my goal was like softwaing engineer so I'm learning that technical skills and like that rounds, aptitude, etc. There will be very sweetness of...",2.7326486,"Yeah, my goal was to become like a softwaing engineer and we faced many challenges to achieve this. Like we faced up and down and we have to be very constant during that path. And my goal was to become like a softwaing engineer so I'm learning that technical skills and like that rounds, aptitude, etc. There will be very sweetness of..."
audio_1012.wav," The school playground is lively and filled with colorful equipment like swings and slides. Children engage in various games like dodgeball, soccer. It's normally filled with laughter and laughter in the air. It's normally accompanied with sounds of swings, squeaking and balls bouncing. The dynamic environment, we have friendship, our form and memories I meet. It does experiences from school playground and seems you could find on school playground.",3.393041,"The school playground is lively and filled with colorful equipment like swings and slides. Children engage in various games like dodgeball, soccer, and it's normally filled with laughter and laughter in the air. It's normally accompanied with sounds of swings, squeaking and balls bouncing. It's a dynamic environment, we have friendship, our form and memories I meet."
audio_1101.wav," you you it I a There is a้ each your soul I'm thinking I'm thinking I'm thinking I'm thinking I'm thinking I'm thinking I'm thinking city roads After any trial of exactly how much I've been allowed to do with cleaning in mind, I had checked with my Tokyo friends as well. The matter is Azumaki, Makiko's wife, but wala monizukiino, Huçko, Yすごいもありご",2.4002783,"After any trial of exactly how much I've been allowed to do with cleaning in mind, I had checked with my Tokyo friends as well. The matter is Azumaki, Makiko's wife, but wala monizukiino, Huçko, Yno, and I'm thinking of the city roads."
audio_805.wav," So today my topic is about a favorite hobby. My favorite hobby is collecting coins and drawing and mandala. So in this we use tools like pencil, stencils and everything to draw and mandala. Again for collecting coins since from my childhood I used to collect coins and notes from different countries. It is my favorite hobby. By this I will get one satisfaction and a happy towards seeing that currency of different countries. This makes me very happy. And again my favorite hobby is also a drawing and mandala which is usually a mandala which is usually I will draw a Gautam Buddha statue which gives me as a piece and refresh towards my work.",3.6881316,"So today my topic is about a favorite hobby. My favorite hobby is collecting coins and drawing and mandala. So in this we use tools like pencil, stencils and everything to draw and mandala. Again, for collecting coins, since from my childhood I used to collect coins and notes from different countries. This makes me very happy. And again, my favorite hobby is also drawing and mandala which is usually a mandala which is usually I will draw a Gautam Buddha statue which gives me a piece and refresh towards my work."
audio_709.wav," The items being sold in the market, mainly depending on the location of the culture and the existence. But suppose if you take the summacies and the more the more selling will be the mango, will be the mangoes, what and the land and also they will sell the vegetables and the more things. If they also will sell the meat, fish, fish, and the electronic household etc. In this market we might hear the capis of any up sounds such as vendors calling out their ways, customers, badging and some of them are asking further discounts and people were asking further discounts. And we also hear the sounds of vehicles because so many people are coming to the market to buy the goods.",3.782736,"The items being sold in the market, mainly depending on the location of the culture and the existence. But suppose if you take the summacies and the more the more they will sell the mango, the mangoes, what and the land and also they will sell the vegetables and the more things. If they also will sell the meat, fish, fish, and the electronic household etc. In this market we might hear the capis of any up sounds such as vendors calling out their ways, customers, badging and some of them are asking for further discounts and people were asking for further discounts. And we also hear the sounds of vehicles because so many people are coming to the market to buy the goods."
audio_1293.wav, So the best day of my life is a participated in running competition in my college and in the last week. They conducted the running rice branch race in each branch. The first person will be selected after all the branches participated in the competition. The first person is taken and on the first person again run the 100 meters from starting portion to the ending portion. In that I am from CSE and I am first in the running competition and in largely I participated with all the person we are the first and I stood in the 4th.,3.5855455,So the best day of my life is participating in running competition in my college and last week. They conducted the running rice branch race in each branch. The first person will be selected after all the branches participated in the competition. In that I am from CSE and I am first in the running competition and in largely I participated with all the people we are the first and I stood in the 4th.
audio_1123.wav," My present short term goal is to become a software engineer. It's really challenging task to me because nowadays the software industry is going down. It's facing, it becoming a very challenging because day by day that technology is increasing very much. Due to those, we are in very confusion to how to improve the day by day improving technology. So that we can recruit in a best company based on our requirements like packages. And what, what, what, what, what it means my family because they spend, they supported me a lot so that I decided to stand.",3.607628,"My present short term goal is to become a software engineer. It's a really challenging task to me because nowadays the software industry is going down. It's facing, it becoming a very challenging because technology is increasing very much day by day. So that we can recruit in a best company based on our requirements like packages. And what, what, what, what, what, what, it means my family because they spend, they supported me a lot so that I decided to stand."
audio_1048.wav," My favorite place would be the place that I had chosen, written time after time each year compared to all the places you have been and holds a candle and draws back as a place you found the most enjoyable. Over the years I have returned to the same spot because to me it's like the Garden of Eden because I can see to the bottom of the river for to fill the I can see the rainbow across to me. I have sand under my feet. There is wild graves, aspera wise and a fig tree. There are several springs close by up for cold fresh water, the hot springs located near waterfalls that I can be hand in look out. I have taught my children each",3.5404088,"My favorite place would be the place that I had chosen, written time after time each year compared to all the places you have been and holds a candle and draws back as a place you found the most enjoyable. Over the years I have returned to the same spot because to me it's like the Garden of Eden because I can see to the bottom of the river for to fill the I can see the rainbow across to me. I have sand under my feet. I have a fig tree. There are several springs close by for cold fresh water, the hot springs located near waterfalls that I can be hand in look out. I have taught my children each."
audio_820.wav," Photography involves capturing the majors using a camera document, moments, express creative or the beauty of the world. Photography in the CRS may focus on various genres such as landscape, portrait, wildlife, street, all macro photography. They offer an experiment with different techniques equipment and it is editing software too, enhance their skills and create visually stunning images. Photography allows individuals to preserve memories, tell stories and appreciate the world through unique lens. This is my favorite hobby. I practice my own mobile photography.",3.3295057,"Photography involves capturing the majors using a camera to document, document, express creative or the beauty of the world. They may focus on various genres such as landscape, portrait, wildlife, street, and they may also use editing software to enhance their skills and create visually stunning images. Photography allows individuals to preserve memories, tell stories and appreciate the world through unique lenses. This is my favorite hobby. I practice my own mobile photography."
audio_767.wav," Yes, my hobby is to play with my friends and colleagues and other people who are there in the ground. So, when I am playing, in case my self is feeling very happy and feels very peaceful mind and the body is under situation is very comfortable. There are only two players playing cricket like a bat ball and some tools on it. So, that is why I need to enjoy with that people. Yes, of course I enjoy when I play with my colleagues friends. I enjoy a lot because of everybody having different thoughts and different thoughts. So, different studies in the world.",3.3601356,"Yes, my hobby is to play with my friends and colleagues and other people who are there in the ground. So, when I am playing, my mind is feeling very happy and the body is under situation is very comfortable. There are only two players playing cricket like a bat ball and some tools on it. So, that is why I need to enjoy playing with my colleagues and friends. I enjoy a lot because of everybody having different thoughts and different thoughts. So, different studies in the world."
audio_841.wav," writing and reading boost my imagination. Along with these activities I participate in gardening my dessert time because I love to plant new and colorful flowers. Whatever like dance, unseeing, these are activities I often do whenever I find out to plant them by writing my studies on homework.",3.2374473,"Along with these activities, I participate in gardening my dessert time because I love to plant new and colorful flowers. Whatever like dancing, unseeing, these are activities I often do whenever I find out to plant them by writing my studies on homework."
